From Files,To File
1,src/java/org/apache/cassandra/db/compaction/CompactionHistoryTabularData.java
17,src/java/org/apache/cassandra/db/compaction/CompactionInfo.java
12,src/java/org/apache/cassandra/db/compaction/CompactionInterruptedException.java
7,src/java/org/apache/cassandra/db/compaction/CompactionIterator.java
8,src/java/org/apache/cassandra/db/compaction/CompactionLogger.java
70,src/java/org/apache/cassandra/db/compaction/CompactionManager.java
3,src/java/org/apache/cassandra/db/compaction/CompactionManagerMBean.java
31,src/java/org/apache/cassandra/db/compaction/CompactionStrategyManager.java
11,src/java/org/apache/cassandra/db/compaction/CompactionTask.java
1,src/java/org/apache/cassandra/db/compaction/DateTieredCompactionStrategy.java
2,src/java/org/apache/cassandra/db/compaction/DateTieredCompactionStrategyOptions.java
5,src/java/org/apache/cassandra/db/compaction/LeveledCompactionStrategy.java
2,src/java/org/apache/cassandra/db/compaction/LeveledCompactionTask.java
3,src/java/org/apache/cassandra/db/compaction/LeveledGenerations.java
5,src/java/org/apache/cassandra/db/compaction/LeveledManifest.java
60,src/java/org/apache/cassandra/db/compaction/OperationType.java
3,src/java/org/apache/cassandra/db/compaction/Scrubber.java
6,src/java/org/apache/cassandra/db/compaction/SizeTieredCompactionStrategy.java
10,src/java/org/apache/cassandra/db/compaction/SizeTieredCompactionStrategyOptions.java
2,src/java/org/apache/cassandra/db/compaction/SSTableSplitter.java
1,src/java/org/apache/cassandra/db/compaction/TimeWindowCompactionController.java
1,src/java/org/apache/cassandra/db/compaction/TimeWindowCompactionStrategy.java
2,src/java/org/apache/cassandra/db/compaction/TimeWindowCompactionStrategyOptions.java
1,src/java/org/apache/cassandra/db/compaction/TimeWindowCompactionTask.java
1,src/java/org/apache/cassandra/db/compaction/Upgrader.java
4,src/java/org/apache/cassandra/db/compaction/Verifier.java
11,src/java/org/apache/cassandra/db/compaction/writers/CompactionAwareWriter.java
2,src/java/org/apache/cassandra/db/compaction/writers/DefaultCompactionWriter.java
2,src/java/org/apache/cassandra/db/compaction/writers/MajorLeveledCompactionWriter.java
4,src/java/org/apache/cassandra/db/compaction/writers/MaxSSTableSizeWriter.java
2,src/java/org/apache/cassandra/db/compaction/writers/SplittingSizeTieredCompactionWriter.java
7,src/java/org/apache/cassandra/db/CompactTables.java
2,src/java/org/apache/cassandra/db/Conflicts.java
69,src/java/org/apache/cassandra/db/ConsistencyLevel.java
18,src/java/org/apache/cassandra/db/context/CounterContext.java
11,src/java/org/apache/cassandra/db/CounterMutation.java
1,src/java/org/apache/cassandra/db/CounterMutationVerbHandler.java
19,src/java/org/apache/cassandra/db/DataRange.java
216,src/java/org/apache/cassandra/db/DecoratedKey.java
1,src/java/org/apache/cassandra/db/DefinitionsUpdateVerbHandler.java
11,src/java/org/apache/cassandra/db/DeletionInfo.java
9,src/java/org/apache/cassandra/db/DeletionPurger.java
102,src/java/org/apache/cassandra/db/DeletionTime.java
71,src/java/org/apache/cassandra/db/Directories.java
7,src/java/org/apache/cassandra/db/DisallowedDirectories.java
1,src/java/org/apache/cassandra/db/DisallowedDirectoriesMBean.java
10,src/java/org/apache/cassandra/db/DiskBoundaries.java
3,src/java/org/apache/cassandra/db/DiskBoundaryManager.java
14,src/java/org/apache/cassandra/db/EmptyIterators.java
6,src/java/org/apache/cassandra/db/ExpirationDateOverflowHandling.java
7,src/java/org/apache/cassandra/db/filter/AbstractClusteringIndexFilter.java
22,src/java/org/apache/cassandra/db/filter/ClusteringIndexFilter.java
17,src/java/org/apache/cassandra/db/filter/ClusteringIndexNamesFilter.java
19,src/java/org/apache/cassandra/db/filter/ClusteringIndexSliceFilter.java
71,src/java/org/apache/cassandra/db/filter/ColumnFilter.java
1,src/java/org/apache/cassandra/db/filter/ColumnSubselection.java
34,src/java/org/apache/cassandra/db/filter/DataLimits.java
46,src/java/org/apache/cassandra/db/filter/RowFilter.java
4,src/java/org/apache/cassandra/db/filter/TombstoneOverwhelmingException.java
3,src/java/org/apache/cassandra/db/HintedHandOffManager.java
2,src/java/org/apache/cassandra/db/HintedHandOffManagerMBean.java
13,src/java/org/apache/cassandra/db/IMutation.java
238,src/java/org/apache/cassandra/db/Keyspace.java
2,src/java/org/apache/cassandra/db/KeyspaceNotDefinedException.java
20,src/java/org/apache/cassandra/db/LegacyLayout.java
6,src/java/org/apache/cassandra/db/lifecycle/Helpers.java
4,src/java/org/apache/cassandra/db/lifecycle/ILifecycleTransaction.java
13,src/java/org/apache/cassandra/db/lifecycle/LifecycleNewTracker.java
63,src/java/org/apache/cassandra/db/lifecycle/LifecycleTransaction.java
2,src/java/org/apache/cassandra/db/lifecycle/LogAwareFileLister.java
3,src/java/org/apache/cassandra/db/lifecycle/LogFile.java
6,src/java/org/apache/cassandra/db/lifecycle/LogRecord.java
1,src/java/org/apache/cassandra/db/lifecycle/LogReplica.java
1,src/java/org/apache/cassandra/db/lifecycle/LogReplicaSet.java
11,src/java/org/apache/cassandra/db/lifecycle/LogTransaction.java
6,src/java/org/apache/cassandra/db/lifecycle/SSTableIntervalTree.java
31,src/java/org/apache/cassandra/db/lifecycle/SSTableSet.java
39,src/java/org/apache/cassandra/db/lifecycle/Tracker.java
28,src/java/org/apache/cassandra/db/lifecycle/View.java
1,src/java/org/apache/cassandra/db/lifecycle/WrappedLifecycleTransaction.java
46,src/java/org/apache/cassandra/db/LivenessInfo.java
8,src/java/org/apache/cassandra/db/marshal/AbstractCompositeType.java
331,src/java/org/apache/cassandra/db/marshal/AbstractType.java
64,src/java/org/apache/cassandra/db/marshal/AsciiType.java
12,src/java/org/apache/cassandra/db/marshal/BooleanType.java
71,src/java/org/apache/cassandra/db/marshal/BytesType.java
12,src/java/org/apache/cassandra/db/marshal/ByteType.java
34,src/java/org/apache/cassandra/db/marshal/CollectionType.java
3,src/java/org/apache/cassandra/db/marshal/ColumnToCollectionType.java
27,src/java/org/apache/cassandra/db/marshal/CompositeType.java
17,src/java/org/apache/cassandra/db/marshal/CounterColumnType.java
6,src/java/org/apache/cassandra/db/marshal/DateType.java
11,src/java/org/apache/cassandra/db/marshal/DecimalType.java
15,src/java/org/apache/cassandra/db/marshal/DoubleType.java
4,src/java/org/apache/cassandra/db/marshal/DurationType.java
4,src/java/org/apache/cassandra/db/marshal/DynamicCompositeType.java
13,src/java/org/apache/cassandra/db/marshal/EmptyType.java
12,src/java/org/apache/cassandra/db/marshal/FloatType.java
